0.0314159 0.517968 -0.0650785  2.38834 -0.0418452  0.506196 -0.0637019  0.344239 -0.0477799  -0.625855 -1.0641  0.50443 -0.100411  -0.622611 -1.07469  2.49737 -0.0988566  -0.302052 -0.126896  5.20099 -0.0504074  -0.301898 -0.126292  5.20602 -0.04748  
76.3721 0.000347888 -0.0130608  2.9607 -0.112371  0.000349314 -0.01306  0.952087 -0.117019  6.23328e-06 -0.0130696  0.96248 -0.115427  7.46469e-06 -0.0130696  2.95527 -0.114958  -0.00033555 -0.0130609  4.96504 -0.115626  -0.000334308 -0.0130609  4.95779 -0.116277  
76.4349 0.000347319 -0.0130501  2.9607 -0.112283  0.000348742 -0.0130493  0.95209 -0.116924  6.22348e-06 -0.0130589  0.962479 -0.115334  7.45281e-06 -0.0130589  2.95527 -0.114866  -0.000335 -0.0130502  4.96504 -0.115533  -0.00033376 -0.0130502  4.95778 -0.116183  
76.4978 0.000346751 -0.0130395  2.9607 -0.112195  0.000348172 -0.0130386  0.952093 -0.116829  6.21371e-06 -0.0130482  0.962479 -0.115241  7.44095e-06 -0.0130482  2.95527 -0.114774  -0.000334452 -0.0130396  4.96503 -0.11544  -0.000333214 -0.0130395  4.95778 -0.116088  
76.5606 0.000346185 -0.0130288  2.96071 -0.112107  0.000347603 -0.013028  0.952097 -0.116734  6.20397e-06 -0.0130375  0.962478 -0.115149  7.42912e-06 -0.0130376  2.95527 -0.114682  -0.000333905 -0.0130289  4.96503 -0.115347  -0.000332669 -0.0130289  4.95778 -0.115995  
76.6234 0.00034562 -0.0130182  2.96071 -0.11202  0.000347035 -0.0130173  0.9521 -0.116639  6.19424e-06 -0.0130268  0.962477 -0.115056  7.41731e-06 -0.0130269  2.95527 -0.114591  -0.000333359 -0.0130183  4.96503 -0.115255  -0.000332125 -0.0130182  4.95778 -0.115901  
76.6863 0.000345056 -0.0130076  2.96071 -0.111932  0.000346469 -0.0130067  0.952104 -0.116544  6.18454e-06 -0.0130162  0.962477 -0.114964  7.40554e-06 -0.0130163  2.95527 -0.114499  -0.000332814 -0.0130077  4.96502 -0.115162  -0.000331583 -0.0130076  4.95777 -0.115807  
76.7491 0.000344494 -0.012997  2.96071 -0.111845  0.000345905 -0.0129961  0.952107 -0.116449  6.17486e-06 -0.0130056  0.962476 -0.114872  7.39379e-06 -0.0130057  2.95527 -0.114408  -0.000332271 -0.0129971  4.96502 -0.11507  -0.000331042 -0.012997  4.95777 -0.115714  
76.8119 0.000343933 -0.0129864  2.96071 -0.111758  0.000345341 -0.0129856  0.952111 -0.116355  6.1652e-06 -0.012995  0.962475 -0.11478  7.38207e-06 -0.0129951  2.95527 -0.114317  -0.00033173 -0.0129865  4.96502 -0.114978  -0.000330502 -0.0129864  4.95777 -0.115621  
76.8748 0.000343374 -0.0129758  2.96071 -0.111671  0.000344779 -0.012975  0.952114 -0.116261  6.15556e-06 -0.0129844  0.962474 -0.114688  7.37037e-06 -0.0129845  2.95527 -0.114226  -0.000331189 -0.0129759  4.96501 -0.114885  -0.000329964 -0.0129759  4.95776 -0.115528  
76.9376 0.000342816 -0.0129653  2.96071 -0.111584  0.000344219 -0.0129645  0.952117 -0.116166  6.14595e-06 -0.0129738  0.962474 -0.114597  7.35871e-06 -0.0129739  2.95527 -0.114135  -0.00033065 -0.0129654  4.96501 -0.114794  -0.000329427 -0.0129653  4.95776 -0.115435  
77.0004 0.000342259 -0.0129548  2.96071 -0.111498  0.000343659 -0.0129539  0.952121 -0.116072  6.13636e-06 -0.0129633  0.962473 -0.114505  7.34707e-06 -0.0129634  2.95527 -0.114044  -0.000330112 -0.0129549  4.96501 -0.114702  -0.000328891 -0.0129548  4.95776 -0.115342  
77.0633 0.000341704 -0.0129443  2.96071 -0.111411  0.000343101 -0.0129434  0.952124 -0.115979  6.12679e-06 -0.0129528  0.962472 -0.114414  7.33546e-06 -0.0129528  2.95527 -0.113953  -0.000329576 -0.0129443  4.965 -0.11461  -0.000328356 -0.0129443  4.95776 -0.115249  
77.1261 0.00034115 -0.0129338  2.96071 -0.111325  0.000342545 -0.0129329  0.952127 -0.115885  6.11724e-06 -0.0129423  0.962471 -0.114323  7.32387e-06 -0.0129423  2.95527 -0.113863  -0.00032904 -0.0129338  4.965 -0.114519  -0.000327823 -0.0129338  4.95775 -0.115157  
77.1889 0.000340598 -0.0129233  2.96071 -0.111238  0.00034199 -0.0129225  0.952131 -0.115791  6.10771e-06 -0.0129318  0.962471 -0.114232  7.31232e-06 -0.0129318  2.95527 -0.113773  -0.000328506 -0.0129234  4.965 -0.114427  -0.000327291 -0.0129233  4.95775 -0.115064  
77.2518 0.000340046 -0.0129128  2.96071 -0.111152  0.000341436 -0.012912  0.952134 -0.115698  6.09821e-06 -0.0129213  0.96247 -0.114141  7.30079e-06 -0.0129214  2.95527 -0.113682  -0.000327974 -0.0129129  4.96499 -0.114336  -0.000326761 -0.0129129  4.95775 -0.114972  
77.3146 0.000339496 -0.0129024  2.96071 -0.111066  0.000340883 -0.0129016  0.952138 -0.115605  6.08873e-06 -0.0129108  0.962469 -0.11405  7.28928e-06 -0.0129109  2.95527 -0.113592  -0.000327442 -0.0129025  4.96499 -0.114245  -0.000326232 -0.0129024  4.95774 -0.11488  
77.3774 0.000338948 -0.012892  2.96071 -0.11098  0.000340332 -0.0128911  0.952141 -0.115512  6.07927e-06 -0.0129004  0.962469 -0.113959  7.27781e-06 -0.0129004  2.95527 -0.113502  -0.000326912 -0.012892  4.96499 -0.114154  -0.000325704 -0.012892  4.95774 -0.114788  
77.4403 0.000338401 -0.0128815  2.96071 -0.110894  0.000339782 -0.0128807  0.952144 -0.115419  6.06983e-06 -0.0128899  0.962468 -0.113869  7.26636e-06 -0.01289  2.95527 -0.113413  -0.000326384 -0.0128816  4.96498 -0.114063  -0.000325177 -0.0128816  4.95774 -0.114696  
77.5031 0.000337855 -0.0128712  2.96072 -0.110809  0.000339234 -0.0128703  0.952147 -0.115326  6.06041e-06 -0.0128795  0.962467 -0.113779  7.25493e-06 -0.0128796  2.95527 -0.113323  -0.000325856 -0.0128712  4.96498 -0.113973  -0.000324651 -0.0128712  4.95774 -0.114605  
77.5659 0.00033731 -0.0128608  2.96072 -0.110723  0.000338686 -0.01286  0.952151 -0.115233  6.05102e-06 -0.0128691  0.962466 -0.113689  7.24354e-06 -0.0128692  2.95527 -0.113234  -0.00032533 -0.0128609  4.96498 -0.113882  -0.000324127 -0.0128608  4.95773 -0.114513  
77.6288 0.000336767 -0.0128504  2.96072 -0.110638  0.000338141 -0.0128496  0.952154 -0.115141  6.04164e-06 -0.0128587  0.962466 -0.113598  7.23217e-06 -0.0128588  2.95527 -0.113144  -0.000324805 -0.0128505  4.96497 -0.113792  -0.000323604 -0.0128505  4.95773 -0.114422  
77.6916 0.000336225 -0.0128401  2.96072 -0.110552  0.000337596 -0.0128393  0.952157 -0.115049  6.03229e-06 -0.0128484  0.962465 -0.113509  7.22083e-06 -0.0128485  2.95527 -0.113055  -0.000324281 -0.0128402  4.96497 -0.113702  -0.000323083 -0.0128401  4.95773 -0.114331  
77.7544 0.000335684 -0.0128298  2.96072 -0.110467  0.000337053 -0.0128289  0.952161 -0.114956  6.02296e-06 -0.012838  0.962464 -0.113419  7.20951e-06 -0.0128381  2.95527 -0.112966  -0.000323759 -0.0128298  4.96497 -0.113612  -0.000322562 -0.0128298  4.95773 -0.11424  
77.8173 0.000335145 -0.0128194  2.96072 -0.110382  0.000336511 -0.0128186  0.952164 -0.114864  6.01365e-06 -0.0128277  0.962464 -0.113329  7.19822e-06 -0.0128278  2.95527 -0.112877  -0.000323238 -0.0128195  4.96496 -0.113522  -0.000322043 -0.0128195  4.95772 -0.114149  
77.8801 0.000334606 -0.0128091  2.96072 -0.110298  0.00033597 -0.0128083  0.952167 -0.114772  6.00436e-06 -0.0128174  0.962463 -0.11324  7.18696e-06 -0.0128175  2.95527 -0.112789  -0.000322718 -0.0128092  4.96496 -0.113432  -0.000321525 -0.0128092  4.95772 -0.114058  
77.9429 0.00033407 -0.0127989  2.96072 -0.110213  0.000335431 -0.0127981  0.95217 -0.114681  5.99509e-06 -0.0128071  0.962462 -0.11315  7.17572e-06 -0.0128072  2.95526 -0.1127  -0.000322199 -0.012799  4.96496 -0.113342  -0.000321009 -0.0127989  4.95772 -0.113967  
78.0057 0.000333534 -0.0127886  2.96072 -0.110128  0.000334893 -0.0127878  0.952174 -0.114589  5.98584e-06 -0.0127968  0.962462 -0.113061  7.16451e-06 -0.0127969  2.95526 -0.112611  -0.000321682 -0.0127887  4.96495 -0.113253  -0.000320493 -0.0127887  4.95771 -0.113877  
78.0686 0.000333 -0.0127784  2.96072 -0.110044  0.000334356 -0.0127776  0.952177 -0.114498  5.97662e-06 -0.0127866  0.962461 -0.112972  7.15332e-06 -0.0127866  2.95526 -0.112523  -0.000321166 -0.0127785  4.96495 -0.113164  -0.000319979 -0.0127784  4.95771 -0.113786  
78.1314 0.000332467 -0.0127681  2.96072 -0.109959  0.000333821 -0.0127673  0.95218 -0.114406  5.96741e-06 -0.0127763  0.96246 -0.112883  7.14216e-06 -0.0127764  2.95526 -0.112435  -0.000320651 -0.0127682  4.96495 -0.113074  -0.000319466 -0.0127682  4.95771 -0.113696  
78.1942 0.000331935 -0.0127579  2.96072 -0.109875  0.000333286 -0.0127571  0.952183 -0.114315  5.95823e-06 -0.0127661  0.962459 -0.112795  7.13103e-06 -0.0127662  2.95526 -0.112347  -0.000320137 -0.012758  4.96494 -0.112985  -0.000318954 -0.012758  4.95771 -0.113606  
78.2571 0.000331405 -0.0127477  2.96072 -0.109791  0.000332754 -0.0127469  0.952187 -0.114224  5.94907e-06 -0.0127559  0.962459 -0.112706  7.11992e-06 -0.0127559  2.95526 -0.112259  -0.000319625 -0.0127478  4.96494 -0.112896  -0.000318444 -0.0127478  4.9577 -0.113516  
78.3199 0.000330876 -0.0127376  2.96072 -0.109707  0.000332222 -0.0127368  0.95219 -0.114133  5.93992e-06 -0.0127457  0.962458 -0.112617  7.10883e-06 -0.0127457  2.95526 -0.112171  -0.000319113 -0.0127376  4.96494 -0.112808  -0.000317935 -0.0127376  4.9577 -0.113427  
78.3827 0.000330348 -0.0127274  2.96072 -0.109623  0.000331692 -0.0127266  0.952193 -0.114042  5.9308e-06 -0.0127355  0.962457 -0.112529  7.09778e-06 -0.0127356  2.95526 -0.112083  -0.000318603 -0.0127275  4.96494 -0.112719  -0.000317427 -0.0127274  4.9577 -0.113337  
78.4456 0.000329821 -0.0127172  2.96073 -0.10954  0.000331162 -0.0127165  0.952196 -0.113952  5.9217e-06 -0.0127253  0.962457 -0.112441  7.08674e-06 -0.0127254  2.95526 -0.111996  -0.000318095 -0.0127173  4.96493 -0.112631  -0.00031692 -0.0127173  4.95769 -0.113247  
78.5084 0.000329296 -0.0127071  2.96073 -0.109456  0.000330635 -0.0127063  0.952199 -0.113861  5.91262e-06 -0.0127152  0.962456 -0.112353  7.07574e-06 -0.0127152  2.95526 -0.111909  -0.000317587 -0.0127072  4.96493 -0.112542  -0.000316414 -0.0127072  4.95769 -0.113158  
78.5712 0.000328772 -0.012697  2.96073 -0.109373  0.000330108 -0.0126962  0.952203 -0.113771  5.90356e-06 -0.012705  0.962455 -0.112265  7.06476e-06 -0.0127051  2.95526 -0.111821  -0.000317081 -0.0126971  4.96493 -0.112454  -0.00031591 -0.0126971  4.95769 -0.113069  
78.6341 0.000328249 -0.0126869  2.96073 -0.109289  0.000329583 -0.0126861  0.952206 -0.113681  5.89452e-06 -0.0126949  0.962455 -0.112177  7.0538e-06 -0.012695  2.95526 -0.111734  -0.000316576 -0.012687  4.96492 -0.112366  -0.000315407 -0.012687  4.95769 -0.11298  
78.6969 0.000327727 -0.0126768  2.96073 -0.109206  0.000329059 -0.012676  0.952209 -0.113591  5.8855e-06 -0.0126848  0.962454 -0.112089  7.04287e-06 -0.0126849  2.95526 -0.111647  -0.000316072 -0.0126769  4.96492 -0.112278  -0.000314905 -0.0126769  4.95768 -0.112891  
78.7597 0.000327207 -0.0126668  2.96073 -0.109123  0.000328536 -0.012666  0.952212 -0.113501  5.87651e-06 -0.0126747  0.962453 -0.112002  7.03197e-06 -0.0126748  2.95526 -0.11156  -0.000315569 -0.0126668  4.96492 -0.11219  -0.000314404 -0.0126668  4.95768 -0.112802  
78.8226 0.000326688 -0.0126567  2.96073 -0.10904  0.000328014 -0.0126559  0.952215 -0.113411  5.86753e-06 -0.0126647  0.962453 -0.111915  7.02108e-06 -0.0126647  2.95526 -0.111474  -0.000315068 -0.0126568  4.96491 -0.112102  -0.000313905 -0.0126568  4.95768 -0.112714  
78.8854 0.00032617 -0.0126467  2.96073 -0.108957  0.000327494 -0.0126459  0.952218 -0.113322  5.85857e-06 -0.0126546  0.962452 -0.111827  7.01023e-06 -0.0126547  2.95526 -0.111387  -0.000314567 -0.0126468  4.96491 -0.112015  -0.000313406 -0.0126467  4.95768 -0.112625  
78.9482 0.000325653 -0.0126367  2.96073 -0.108875  0.000326975 -0.0126359  0.952222 -0.113232  5.84963e-06 -0.0126446  0.962451 -0.11174  6.9994e-06 -0.0126447  2.95526 -0.111301  -0.000314068 -0.0126367  4.96491 -0.111928  -0.000312909 -0.0126367  4.95767 -0.112537  
79.0111 0.000325138 -0.0126267  2.96073 -0.108792  0.000326457 -0.0126259  0.952225 -0.113143  5.84071e-06 -0.0126346  0.962451 -0.111653  6.98859e-06 -0.0126346  2.95526 -0.111214  -0.00031357 -0.0126267  4.9649 -0.11184  -0.000312413 -0.0126267  4.95767 -0.112448  
79.0739 0.000324624 -0.0126167  2.96073 -0.10871  0.00032594 -0.0126159  0.952228 -0.113054  5.83182e-06 -0.0126246  0.96245 -0.111566  6.97781e-06 -0.0126246  2.95526 -0.111128  -0.000313073 -0.0126168  4.9649 -0.111753  -0.000311918 -0.0126167  4.95767 -0.11236  
79.1367 0.000324111 -0.0126067  2.96073 -0.108627  0.000325425 -0.0126059  0.952231 -0.112965  5.82294e-06 -0.0126146  0.962449 -0.11148  6.96706e-06 -0.0126146  2.95526 -0.111042  -0.000312578 -0.0126068  4.9649 -0.111666  -0.000311424 -0.0126067  4.95767 -0.112272  
79.1996 0.000323599 -0.0125967  2.96073 -0.108545  0.000324911 -0.012596  0.952234 -0.112876  5.81408e-06 -0.0126046  0.962449 -0.111393  6.95632e-06 -0.0126047  2.95526 -0.110956  -0.000312083 -0.0125968  4.96489 -0.111579  -0.000310932 -0.0125968  4.95766 -0.112185  
79.2624 0.000323088 -0.0125868  2.96073 -0.108463  0.000324398 -0.012586  0.952237 -0.112787  5.80524e-06 -0.0125946  0.962448 -0.111307  6.94562e-06 -0.0125947  2.95526 -0.110871  -0.00031159 -0.0125869  4.96489 -0.111493  -0.00031044 -0.0125869  4.95766 -0.112097  
79.3252 0.000322579 -0.0125769  2.96073 -0.108381  0.000323886 -0.0125761  0.95224 -0.112699  5.79642e-06 -0.0125847  0.962447 -0.11122  6.93493e-06 -0.0125848  2.95526 -0.110785  -0.000311098 -0.012577  4.96489 -0.111406  -0.00030995 -0.0125769  4.95766 -0.112009  
79.388 0.000322071 -0.012567  2.96073 -0.108299  0.000323376 -0.0125662  0.952243 -0.11261  5.78763e-06 -0.0125748  0.962447 -0.111134  6.92428e-06 -0.0125748  2.95526 -0.110699  -0.000310607 -0.0125671  4.96488 -0.11132  -0.000309461 -0.012567  4.95766 -0.111922  
79.4509 0.000321564 -0.0125571  2.96073 -0.108218  0.000322866 -0.0125563  0.952246 -0.112522  5.77885e-06 -0.0125649  0.962446 -0.111048  6.91364e-06 -0.0125649  2.95526 -0.110614  -0.000310117 -0.0125572  4.96488 -0.111233  -0.000308973 -0.0125571  4.95765 -0.111835  
79.5137 0.000321058 -0.0125472  2.96074 -0.108136  0.000322358 -0.0125465  0.952249 -0.112434  5.77009e-06 -0.012555  0.962445 -0.110962  6.90303e-06 -0.012555  2.95526 -0.110529  -0.000309629 -0.0125473  4.96488 -0.111147  -0.000308487 -0.0125473  4.95765 -0.111748  
79.5765 0.000320553 -0.0125373  2.96074 -0.108054  0.000321851 -0.0125366  0.952252 -0.112346  5.76135e-06 -0.0125451  0.962445 -0.110877  6.89245e-06 -0.0125452  2.95526 -0.110444  -0.000309141 -0.0125374  4.96488 -0.111061  -0.000308001 -0.0125374  4.95765 -0.111661  
79.6394 0.00032005 -0.0125275  2.96074 -0.107973  0.000321345 -0.0125268  0.952256 -0.112258  5.75263e-06 -0.0125352  0.962444 -0.110791  6.88188e-06 -0.0125353  2.95526 -0.110359  -0.000308655 -0.0125276  4.96487 -0.110975  -0.000307517 -0.0125275  4.95764 -0.111574  
79.7022 0.000319548 -0.0125177  2.96074 -0.107892  0.000320841 -0.0125169  0.952259 -0.11217  5.74393e-06 -0.0125254  0.962443 -0.110705  6.87135e-06 -0.0125254  2.95526 -0.110274  -0.00030817 -0.0125178  4.96487 -0.110889  -0.000307033 -0.0125177  4.95764 -0.111487  
79.765 0.000319047 -0.0125078  2.96074 -0.107811  0.000320338 -0.0125071  0.952262 -0.112082  5.73525e-06 -0.0125155  0.962443 -0.11062  6.86083e-06 -0.0125156  2.95526 -0.110189  -0.000307686 -0.0125079  4.96487 -0.110804  -0.000306551 -0.0125079  4.95764 -0.111401  
79.8279 0.000318547 -0.012498  2.96074 -0.10773  0.000319835 -0.0124973  0.952265 -0.111995  5.72659e-06 -0.0125057  0.962442 -0.110535  6.85034e-06 -0.0125058  2.95526 -0.110105  -0.000307203 -0.0124981  4.96486 -0.110718  -0.00030607 -0.0124981  4.95764 -0.111314  
79.8907 0.000318048 -0.0124883  2.96074 -0.107649  0.000319334 -0.0124875  0.952268 -0.111907  5.71794e-06 -0.0124959  0.962441 -0.11045  6.83988e-06 -0.012496  2.95526 -0.11002  -0.000306721 -0.0124884  4.96486 -0.110633  -0.00030559 -0.0124883  4.95763 -0.111228  
79.9535 0.00031755 -0.0124785  2.96074 -0.107568  0.000318835 -0.0124778  0.952271 -0.11182  5.70932e-06 -0.0124861  0.962441 -0.110365  6.82943e-06 -0.0124862  2.95526 -0.109936  -0.000306241 -0.0124786  4.96486 -0.110547  -0.000305112 -0.0124785  4.95763 -0.111142  
80.0164 0.000317054 -0.0124687  2.96074 -0.107488  0.000318336 -0.012468  0.952274 -0.111733  5.70072e-06 -0.0124764  0.96244 -0.11028  6.81901e-06 -0.0124764  2.95526 -0.109852  -0.000305761 -0.0124688  4.96485 -0.110462  -0.000304634 -0.0124688  4.95763 -0.111056  
80.0792 0.000316559 -0.012459  2.96074 -0.107407  0.000317838 -0.0124583  0.952277 -0.111646  5.69213e-06 -0.0124666  0.96244 -0.110195  6.80862e-06 -0.0124667  2.95526 -0.109768  -0.000305283 -0.0124591  4.96485 -0.110377  -0.000304157 -0.0124591  4.95763 -0.11097  
80.142 0.000316065 -0.0124493  2.96074 -0.107327  0.000317342 -0.0124486  0.95228 -0.111559  5.68357e-06 -0.0124569  0.962439 -0.110111  6.79825e-06 -0.0124569  2.95526 -0.109684  -0.000304806 -0.0124494  4.96485 -0.110292  -0.000303682 -0.0124493  4.95762 -0.110884  
80.2049 0.000315572 -0.0124396  2.96074 -0.107247  0.000316847 -0.0124388  0.952283 -0.111472  5.67502e-06 -0.0124471  0.962438 -0.110026  6.7879e-06 -0.0124472  2.95526 -0.1096  -0.000304329 -0.0124397  4.96485 -0.110208  -0.000303208 -0.0124396  4.95762 -0.110798  
80.2677 0.00031508 -0.0124299  2.96074 -0.107167  0.000316353 -0.0124292  0.952286 -0.111386  5.66649e-06 -0.0124374  0.962438 -0.109942  6.77757e-06 -0.0124375  2.95526 -0.109516  -0.000303854 -0.01243  4.96484 -0.110123  -0.000302735 -0.0124299  4.95762 -0.110713  
80.3305 0.00031459 -0.0124202  2.96074 -0.107087  0.00031586 -0.0124195  0.952289 -0.111299  5.65798e-06 -0.0124277  0.962437 -0.109858  6.76727e-06 -0.0124278  2.95526 -0.109433  -0.000303381 -0.0124203  4.96484 -0.110039  -0.000302263 -0.0124203  4.95762 -0.110627  
80.3934 0.0003141 -0.0124105  2.96074 -0.107007  0.000315368 -0.0124098  0.952292 -0.111213  5.64949e-06 -0.012418  0.962436 -0.109773  6.75699e-06 -0.0124181  2.95525 -0.109349  -0.000302908 -0.0124106  4.96484 -0.109954  -0.000301792 -0.0124106  4.95761 -0.110542  
80.4562 0.000313612 -0.0124009  2.96074 -0.106927  0.000314878 -0.0124002  0.952295 -0.111127  5.64102e-06 -0.0124084  0.962436 -0.10969  6.74674e-06 -0.0124084  2.95525 -0.109266  -0.000302436 -0.012401  4.96483 -0.10987  -0.000301322 -0.0124009  4.95761 -0.110457  
80.519 0.000313125 -0.0123912  2.96075 -0.106847  0.000314388 -0.0123905  0.952298 -0.111041  5.63257e-06 -0.0123987  0.962435 -0.109606  6.73651e-06 -0.0123988  2.95525 -0.109183  -0.000301966 -0.0123913  4.96483 -0.109786  -0.000300853 -0.0123913  4.95761 -0.110372  
80.5819 0.000312639 -0.0123816  2.96075 -0.106768  0.0003139 -0.0123809  0.952301 -0.110955  5.62414e-06 -0.0123891  0.962434 -0.109522  6.7263e-06 -0.0123892  2.95525 -0.1091  -0.000301496 -0.0123817  4.96483 -0.109702  -0.000300385 -0.0123817  4.95761 -0.110287  
80.6447 0.000312154 -0.012372  2.96075 -0.106688  0.000313413 -0.0123713  0.952303 -0.110869  5.61572e-06 -0.0123795  0.962434 -0.109438  6.71611e-06 -0.0123795  2.95525 -0.109017  -0.000301028 -0.0123721  4.96482 -0.109618  -0.000299919 -0.0123721  4.9576 -0.110202  
80.7075 0.00031167 -0.0123624  2.96075 -0.106609  0.000312927 -0.0123617  0.952306 -0.110784  5.60732e-06 -0.0123699  0.962433 -0.109355  6.70595e-06 -0.0123699  2.95525 -0.108934  -0.00030056 -0.0123625  4.96482 -0.109534  -0.000299453 -0.0123625  4.9576 -0.110118  
80.7703 0.000311187 -0.0123529  2.96075 -0.10653  0.000312442 -0.0123522  0.952309 -0.110698  5.59895e-06 -0.0123603  0.962433 -0.109272  6.69581e-06 -0.0123603  2.95525 -0.108851  -0.000300094 -0.012353  4.96482 -0.109451  -0.000298989 -0.0123529  4.9576 -0.110033  
80.8332 0.000310706 -0.0123433  2.96075 -0.106451  0.000311958 -0.0123426  0.952312 -0.110613  5.59059e-06 -0.0123507  0.962432 -0.109189  6.68569e-06 -0.0123508  2.95525 -0.108769  -0.000299629 -0.0123434  4.96482 -0.109367  -0.000298525 -0.0123434  4.9576 -0.109949  
80.896 0.000310225 -0.0123338  2.96075 -0.106372  0.000311475 -0.0123331  0.952315 -0.110528  5.58224e-06 -0.0123411  0.962431 -0.109105  6.67559e-06 -0.0123412  2.95525 -0.108686  -0.000299165 -0.0123339  4.96481 -0.109284  -0.000298063 -0.0123338  4.95759 -0.109865  
80.9588 0.000309746 -0.0123242  2.96075 -0.106293  0.000310994 -0.0123235  0.952318 -0.110443  5.57392e-06 -0.0123316  0.962431 -0.109023  6.66552e-06 -0.0123317  2.95525 -0.108604  -0.000298702 -0.0123243  4.96481 -0.109201  -0.000297602 -0.0123243  4.95759 -0.109781  
81.0217 0.000309268 -0.0123147  2.96075 -0.106214  0.000310514 -0.012314  0.952321 -0.110358  5.56562e-06 -0.0123221  0.96243 -0.10894  6.65547e-06 -0.0123221  2.95525 -0.108522  -0.00029824 -0.0123148  4.96481 -0.109118  -0.000297142 -0.0123148  4.95759 -0.109697  
81.0845 0.000308791 -0.0123052  2.96075 -0.106136  0.000310034 -0.0123045  0.952324 -0.110273  5.55733e-06 -0.0123125  0.962429 -0.108857  6.64544e-06 -0.0123126  2.95525 -0.10844  -0.000297779 -0.0123053  4.9648 -0.109035  -0.000296683 -0.0123053  4.95759 -0.109613  
81.1473 0.000308315 -0.0122957  2.96075 -0.106057  0.000309556 -0.012295  0.952327 -0.110188  5.54906e-06 -0.012303  0.962429 -0.108775  6.63544e-06 -0.0123031  2.95525 -0.108358  -0.000297319 -0.0122958  4.9648 -0.108952  -0.000296225 -0.0122958  4.95758 -0.109529  
81.2102 0.00030784 -0.0122863  2.96075 -0.105979  0.000309079 -0.0122856  0.95233 -0.110103  5.54081e-06 -0.0122936  0.962428 -0.108692  6.62546e-06 -0.0122936  2.95525 -0.108276  -0.000296861 -0.0122864  4.9648 -0.108869  -0.000295768 -0.0122863  4.95758 -0.109445  
81.273 0.000307366 -0.0122768  2.96075 -0.105901  0.000308603 -0.0122761  0.952332 -0.110019  5.53258e-06 -0.0122841  0.962428 -0.10861  6.6155e-06 -0.0122841  2.95525 -0.108194  -0.000296403 -0.0122769  4.9648 -0.108787  -0.000295312 -0.0122769  4.95758 -0.109362  
